-999 -999 -999     8.78300 -999.00000    1.38627 -999.00000 -999.00000
-999 -999 -999     7.73700 -999.00000    1.46394 -999.00000 -999.00000
-999 -999 -999     4.48300 -999.00000    1.52695 -999.00000 -999.00000
-999 -999 -999     2.05800 -999.00000    1.57088 -999.00000 -999.00000
-999 -999 -999     3.95400 -999.00000    1.61287 -999.00000 -999.00000
-999 -999 -999     8.78700 -999.00000    1.67685 -999.00000 -999.00000
-999 -999 -999     6.37500 -999.00000    1.74842 -999.00000 -999.00000
-999 -999 -999     5.54200 -999.00000    1.80883 -999.00000 -999.00000
-999 -999 -999     4.97100 -999.00000    1.86425 -999.00000 -999.00000
-999 -999 -999     3.89600 -999.00000    1.91392 -999.00000 -999.00000
-999 -999 -999     6.24200 -999.00000    1.96751 -999.00000 -999.00000
-999 -999 -999     8.99600 -999.00000    2.03758 -999.00000 -999.00000
-999 -999 -999     6.57100 -999.00000    2.10826 -999.00000 -999.00000
-999 -999 -999     2.43800 -999.00000    2.15686 -999.00000 -999.00000
-999 -999 -999     3.70400 -999.00000    2.19571 -999.00000 -999.00000
-999 -999 -999     4.99600 -999.00000    2.24280 -999.00000 -999.00000
-999 -999 -999     7.38800 -999.00000    2.30173 -999.00000 -999.00000
-999 -999 -999    12.71700 -999.00000    2.38572 -999.00000 -999.00000
-999 -999 -999    12.61700 -999.00000    2.48631 -999.00000 -999.00000
-999 -999 -999    12.59200 -999.00000    2.58571 -999.00000 -999.00000
-999 -999 -999     9.46300 -999.00000    2.67394 -999.00000 -999.00000
-999 -999 -999     6.93700 -999.00000    2.74286 -999.00000 -999.00000
-999 -999 -999     3.65800 -999.00000    2.79213 -999.00000 -999.00000
-999 -999 -999     3.24200 -999.00000    2.82889 -999.00000 -999.00000
-999 -999 -999     6.32900 -999.00000    2.87422 -999.00000 -999.00000
-999 -999 -999    10.15400 -999.00000    2.94201 -999.00000 -999.00000
-999 -999 -999    12.07100 -999.00000    3.02820 -999.00000 -999.00000
-999 -999 -999     8.10000 -999.00000    3.10693 -999.00000 -999.00000
-999 -999 -999     9.89100 -999.00000    3.17784 -999.00000 -999.00000
-999 -999 -999     5.16300 -999.00000    3.23851 -999.00000 -999.00000
